Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2024 Topps Finest MLS 123 Eduard Lowen Aqua Refractor,Eduard Lowen,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0008_Layer%2085.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0002_Layer%2091.jpg,,,,,,,c_1bfbe61f,,,Topps Finest MLS,,,Eduard Lowen,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0008_Layer%2085.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0002_Layer%2091.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 111 Alonso Martinez Gold Refractor,Alonso Martinez,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0011_Layer%2082.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0005_Layer%2088.jpg,,,,,,,c_8ad55be5,,,Topps Finest MLS,,,Alonso Martinez,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0011_Layer%2082.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0005_Layer%2088.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 126 Agustin Ojeda Gold Refractor,Agustin Ojeda,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0010_Layer%2083.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0004_Layer%2089.jpg,,,,,,,c_ba123b57,,,Topps Finest MLS,,,Agustin Ojeda,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0010_Layer%2083.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0004_Layer%2089.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 181 Diego Fagundez Gold Refractor,Diego Fagundez,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0010_Layer%2082.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2089.jpg,,,,,,,c_aa72fff1,,,Topps Finest MLS,,,Diego Fagundez,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0010_Layer%2082.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2089.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 218 Lucho Acosta,Lucho Acosta,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0009_Layer%20121.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0003_Layer%20127.jpg,,,,,,,c_3f5d3b17,,,Topps Finest MLS,,,Lucho Acosta,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0009_Layer%20121.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0003_Layer%20127.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 277 Marco Reus,Marco Reus,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0000_Layer%2027.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0005_Layer%2022.jpg,,,,,,,c_a7df4f8c,,,Topps Finest MLS,,,Marco Reus,,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0000_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0005_Layer%2022.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 202 Riqui Puig,Riqui Puig,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0009_Layer%20134.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0000_Layer%2092.jpg,,,,,,,c_558338fa,,,Topps Finest MLS,,,Riqui Puig,,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0009_Layer%20134.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0000_Layer%2092.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 137 Liel Abada Aqua Refractor,Liel Abada,137,Topps Finest MLS,Topps,2023-2024,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0001_Layer%205.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%206.jpg,,,,,,Charlotte FC,c_f5655a90,,2023,Topps Finest MLS,,137,Liel Abada,Charlotte FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0001_Layer%205.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%206.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 231 Pedro de La Vega Checkerboard,Pedro de La Vega,,Topps Finest MLS,Topps,,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0002_Layer%206.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0039_Layer%209.jpg,,,,,,,c_5ec8fae,,,Topps Finest MLS,,,Pedro de La Vega,,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0002_Layer%206.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0039_Layer%209.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 110 Jovan Mijatovic Checkerboard,Jovan Mijatovic,,Topps Finest MLS,Topps,,MLS,,,,,,,,,c_e7bd119b,,,Topps Finest MLS,,,Jovan Mijatovic,,MLS,,,,,,,raw,1,,,USD,,,,,2026-02-04T01:59:04.877Z,,
2024 Finest MLS Pedro de la Vega #231 Aqua Refractor,Pedro de La Vega,231,2024 Topps Finest MLS,Topps,2024,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0016_Layer%2018.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0015_Layer%2019.jpg,,,,,,Seattle Sounders FC,c_e7edb6f6,,2024,2024 Topps Finest MLS,,231,Pedro de La Vega,Seattle Sounders FC,MLS,,,,,,,raw,3,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0016_Layer%2018.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0015_Layer%2019.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 101 Cristian Arango Aqua Refractor,Cristian Arango,101,Topps Finest MLS,Topps,2023-2024,MLS,Aqua Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0005_Layer%201.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%202.jpg,,,,,,San Jose Earthquakes,c_dab66399,,2023,Topps Finest MLS,,101,Cristian Arango,San Jose Earthquakes,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0005_Layer%201.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%202.jpg,,2026-02-04T01:59:04.877Z,,
2024 Finest MLS Houston Dynamo #TL15 Team Logo Patch,Houston Dynamo,TL15,2024 Topps Finest MLS,Topps,2024,MLS,Team Logo,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nexr_0009_Layer%2041.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nexr_0001_Layer%2049.jpg,,,,,,Houston Dynamo,c_97c90e7b,,2024,2024 Topps Finest MLS,,TL15,Houston Dynamo,Houston Dynamo,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nexr_0009_Layer%2041.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nexr_0001_Layer%2049.jpg,,2026-02-04T01:59:04.877Z,,
2024-25 Panini Select FIFA 221 Lamine Yamal Orange Fluorescent,Lamine Yamal,,,Panini,,FIFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards1front_0002_Layer-4.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/newcardsback_0002_Layer-4.png,,,,,,,c_e4e21f1384,,,,,,,,,,,,,,,,5,,,,,,,,,,
2024 Topps Finest MLS Short Prints MLS9 Zlatan Ibrahimovic,Zlatan Ibrahimovic,MLS9,Topps Finest MLS,Topps,2024,MLS,Short Prints,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0008_Layer%2072.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0003_Layer%2077.jpg,,,,,,LA Galaxy,c_d2ce0505,,2024,Topps Finest MLS,,MLS9,Zlatan Ibrahimovic,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0008_Layer%2072.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0003_Layer%2077.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS 65 Tyler Wolff Refractor,Tyler Wolff,65,Topps Finest MLS,Topps,2024,MLS,Refractor,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-15_0010_Layer%20121.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-15_0004_Layer%20127.jpg,,,,,,Atlanta United FC,c_887d96d4,,2024,Topps Finest MLS,,65,Tyler Wolff,Atlanta United FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-15_0010_Layer%20121.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-15_0004_Layer%20127.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Prized Footballers PF2 Riqui Puig,Riqui Puig,PF2,Topps Finest MLS,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0010_Layer%20145.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0004_Layer%20151.jpg,,,,,,LA Galaxy,c_53d7127e,,2024,Topps Finest MLS,,PF2,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0010_Layer%20145.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0004_Layer%20151.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Zlatan Ibrahimovic Red Refractor,Zlatan Ibrahimovic,,2024 Topps Finest MLS,Topps,2024-25,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0007_Layer%2073.jpg,,,,,,,c_68eb7a38,,2024,2024 Topps Finest MLS,,,Zlatan Ibrahimovic,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0007_Layer%2073.jpg,,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Lucho Acosta Orange Refractor Autograph,Lucho Acosta,,2024 Topps Finest MLS,Topps,2024-25,MLS,Auto,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-2_0003_Layer%203.jpg,,,,,,,c_7c98b073,,2024,2024 Topps Finest MLS,,,Lucho Acosta,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-2_0003_Layer%203.jpg,,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Riqui Puig Black Refractor,Riqui Puig,,2024 Topps Finest MLS,Topps,2024-25,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0000_Layer%208.jpg,,,,,,,c_92945556,,2024,2024 Topps Finest MLS,,,Riqui Puig,,MLS,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0000_Layer%208.jpg,,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Marco Reus Black Refractor,Marco Reus,,2024 Topps Finest MLS,Topps,2024-25,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0001_Layer%207.jpg,,,,,,,c_e4f06be8,,2024,2024 Topps Finest MLS,,,Marco Reus,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0001_Layer%207.jpg,,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Cristian Arango Orange Refractor,Cristian Arango,,2024 Topps Finest MLS,Topps,2024-25,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0003_Layer%205.jpg,,,,,,,c_2039636a,,2024,2024 Topps Finest MLS,,,Cristian Arango,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0003_Layer%205.jpg,,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Luis Suarez Gold Refractor,Luis Suarez,,2024 Topps Finest MLS,Topps,2024-25,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0010_Layer%2095.jpg,,,,,,,c_bc5e76b4,,2024,2024 Topps Finest MLS,,,Luis Suarez,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0010_Layer%2095.jpg,,,2026-02-04T01:59:04.877Z,,
2024 Topps Chrome MLS Pedro de La Vega Pink X-Fractor,Pedro de La Vega,,2024 Topps Chrome MLS,Topps,2024-25,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-27_0000_Layer%201.jpg,,,,,,,c_3f7ab38b,,2024,2024 Topps Chrome MLS,,,Pedro de La Vega,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-27_0000_Layer%201.jpg,,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 117 Jonathan David Aqua Prism Refractor,Jonathan David,117,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2029.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0003_Layer%2030.jpg,,,,,,Lille,c_5711512f,,2023,Topps Chrome,,117,Jonathan David,Lille,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2029.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0003_Layer%2030.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 186 Leroy Sane Aqua Prism Refractor,Leroy Sané,186,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0000_Layer%2025.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0000_Layer%2031.jpg,,,,,,Bayern Munich,c_e5ce84b0,,2023,Topps Chrome,,186,Leroy Sané,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0000_Layer%2025.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0000_Layer%2031.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 109 Ismaila Sarr Aqua Prism Refractor,Ismaila Sarr,109,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%2024.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0001_Layer%2030.jpg,,,,,,Marseille,c_c3399e4d,,2023,Topps Chrome,,109,Ismaila Sarr,Marseille,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%2024.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0001_Layer%2030.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 124 Jack Grealish Aqua Prism Refractor,Jack Grealish,124,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%2053.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0002_Layer%2059.jpg,,,,,,Manchester City,c_6cefab94,,2023,Topps Chrome,,124,Jack Grealish,Manchester City,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%2053.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0002_Layer%2059.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 100 Thibaut Courtois Aqua Prism Refractor,Thibaut Courtois,100,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2045.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0003_Layer%2046.jpg,,,,,,Real Madrid,c_14037a03,,2023,Topps Chrome,,100,Thibaut Courtois,Real Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2045.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0003_Layer%2046.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 99 Federico Valverde Aqua Prism Refractor,Federico Valverde,99,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0004_Layer%2044.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0004_Layer%2045.jpg,,,,,,Real Madrid,c_7c83b6a1,,2023,Topps Chrome,,99,Federico Valverde,Real Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0004_Layer%2044.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0004_Layer%2045.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 120 Karim Benzema Aqua Refractor,Karim Benzema,120,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0005_Layer%2043.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0005_Layer%2044.jpg,,,,,,Real Madrid,c_284a1b5e,,2022,Topps Merlin,,120,Karim Benzema,Real Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0005_Layer%2043.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0005_Layer%2044.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 190 Antoine Griezmann Aqua Prism Refractor,Antoine Griezmann,190,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0000_Layer%2048.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3-back_0005_Layer%2020.jpg,,,,,,Atlético Madrid,c_af820d6e,,2023,Topps Chrome,,190,Antoine Griezmann,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0000_Layer%2048.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3-back_0005_Layer%2020.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 28 Jan Oblak Aqua Prism Refractor,Jan Oblak,28,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2047.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0001_Layer%2048.jpg,,,,,,Atlético Madrid,c_db28af43,,2022,Topps Merlin,,28,Jan Oblak,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2047.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0001_Layer%2048.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 88 Teun Koopmeiners Aqua Prism Refractor,Teun Koopmeiners,88,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0002_Layer%2046.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0002_Layer%2047.jpg,,,,,,Atalanta,c_1aa132ad,,2023,Topps Chrome,,88,Teun Koopmeiners,Atalanta,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0002_Layer%2046.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0002_Layer%2047.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 107 Xavi Simons Aqua Prism Refractor,Xavi Simons,107,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0003_Layer%2033.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0003_Layer%2039.jpg,,,,,,Paris Saint-Germain,c_5d78153e,,2022,Topps Merlin,,107,Xavi Simons,Paris Saint-Germain,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0003_Layer%2033.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0003_Layer%2039.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 102 Guus Til Aqua Prism Refractor,Guus Til,102,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2032.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0004_Layer%2038.jpg,,,,,,PSV Eindhoven,c_855b5e9,,2023,Topps Chrome,,102,Guus Til,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0004_Layer%2038.jpg,,2026-02-04T01:59:04.877Z,,
