id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp
c_d63bc658,,2022,2223 Topps Merlin Chrome UEFA Club Competitions,,13,Eddie Nketiah,Arsenal,Premier League,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-24_0004_Layer%20132.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-24-back_0004_Layer%20133.jpg,,2026-02-04T01:59:04.877Z
c_1bfbe61f,,,Topps Finest MLS,,,Eduard Lowen,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0008_Layer%2085.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0002_Layer%2091.jpg,,2026-02-04T01:59:04.877Z
c_8ad55be5,,,Topps Finest MLS,,,Alonso Martinez,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0011_Layer%2082.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0005_Layer%2088.jpg,,2026-02-04T01:59:04.877Z
c_ba123b57,,,Topps Finest MLS,,,Agustin Ojeda,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0010_Layer%2083.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-10_0004_Layer%2089.jpg,,2026-02-04T01:59:04.877Z
c_aa72fff1,,,Topps Finest MLS,,,Diego Fagundez,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0010_Layer%2082.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2089.jpg,,2026-02-04T01:59:04.877Z
c_3f5d3b17,,,Topps Finest MLS,,,Lucho Acosta,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0009_Layer%20121.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-14_0003_Layer%20127.jpg,,2026-02-04T01:59:04.877Z
c_a7df4f8c,,,Topps Finest MLS,,,Marco Reus,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0000_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0005_Layer%2022.jpg,,2026-02-04T01:59:04.877Z
c_558338fa,,,Topps Finest MLS,,,Riqui Puig,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-16_0009_Layer%20134.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0000_Layer%2092.jpg,,2026-02-04T01:59:04.877Z
c_f5655a90,,2023,Topps Finest MLS,,137,Liel Abada,Charlotte FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0001_Layer%205.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%206.jpg,,2026-02-04T01:59:04.877Z
c_5ec8fae,,,Topps Finest MLS,,,Pedro de La Vega,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/oilspills_0002_Layer%206.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0039_Layer%209.jpg,,2026-02-04T01:59:04.877Z
c_e7bd119b,,,Topps Finest MLS,,,Jovan Mijatovic,,MLS,,,,,,,raw,1,,,USD,,,,,2026-02-04T01:59:04.877Z
c_e7edb6f6,,2024,2024 Topps Finest MLS,,231,Pedro de La Vega,Seattle Sounders FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0016_Layer%2018.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/firstin%20_0015_Layer%2019.jpg,,2026-02-04T01:59:04.877Z
c_dab66399,,2023,Topps Finest MLS,,101,Cristian Arango,San Jose Earthquakes,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0005_Layer%201.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%202.jpg,,2026-02-04T01:59:04.877Z
c_97c90e7b,,2024,2024 Topps Finest MLS,,TL15,Houston Dynamo,Houston Dynamo,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nexr_0009_Layer%2041.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/nexr_0001_Layer%2049.jpg,,2026-02-04T01:59:04.877Z
c_3bf8c678,,,,,,Lamine Yamal,,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards1front_0002_Layer-4.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/newcardsback_0002_Layer-4.png,,2026-02-04T01:59:04.877Z
c_63ada6a4,,,,,,Christian Pulisic,,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards1front_0001_Layer-5.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/newcardsback_0001_Layer-5.png,,2026-02-04T01:59:04.877Z
c_6fc90ac6,,,,,,Gio Reyna,,FIFA,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards1front_0003_Layer-3.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/newcardsback_0004_Layer-2.png,,2026-02-04T01:59:04.877Z
c_d2ce0505,,2024,Topps Finest MLS,,MLS9,Zlatan Ibrahimovic,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0008_Layer%2072.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0003_Layer%2077.jpg,,2026-02-04T01:59:04.877Z
c_887d96d4,,2024,Topps Finest MLS,,65,Tyler Wolff,Atlanta United FC,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-15_0010_Layer%20121.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-15_0004_Layer%20127.jpg,,2026-02-04T01:59:04.877Z
c_53d7127e,,2024,Topps Finest MLS,,PF2,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0010_Layer%20145.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0004_Layer%20151.jpg,,2026-02-04T01:59:04.877Z
c_68eb7a38,,2024,2024 Topps Finest MLS,,,Zlatan Ibrahimovic,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0007_Layer%2073.jpg,,,2026-02-04T01:59:04.877Z
c_7c98b073,,2024,2024 Topps Finest MLS,,,Lucho Acosta,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-2_0003_Layer%203.jpg,,,2026-02-04T01:59:04.877Z
c_92945556,,2024,2024 Topps Finest MLS,,,Riqui Puig,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0000_Layer%208.jpg,,,2026-02-04T01:59:04.877Z
c_e4f06be8,,2024,2024 Topps Finest MLS,,,Marco Reus,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0001_Layer%207.jpg,,,2026-02-04T01:59:04.877Z
c_2039636a,,2024,2024 Topps Finest MLS,,,Cristian Arango,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3_0003_Layer%205.jpg,,,2026-02-04T01:59:04.877Z
c_bc5e76b4,,2024,2024 Topps Finest MLS,,,Luis Suarez,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0010_Layer%2095.jpg,,,2026-02-04T01:59:04.877Z
c_3f7ab38b,,2024,2024 Topps Chrome MLS,,,Pedro de La Vega,,MLS,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-27_0000_Layer%201.jpg,,,2026-02-04T01:59:04.877Z
c_43edc07,,,,,,Paris Saint-Germain F.C.,,,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0011_Layer%2094.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0005_Layer%20100.jpg,,2026-02-04T01:59:04.877Z
c_5711512f,,2023,Topps Chrome,,117,Jonathan David,Lille,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0003_Layer%2029.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0003_Layer%2030.jpg,,2026-02-04T01:59:04.877Z
c_e5ce84b0,,2023,Topps Chrome,,186,Leroy Sané,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0000_Layer%2025.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0000_Layer%2031.jpg,,2026-02-04T01:59:04.877Z
c_c3399e4d,,2023,Topps Chrome,,109,Ismaila Sarr,Marseille,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0001_Layer%2024.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0001_Layer%2030.jpg,,2026-02-04T01:59:04.877Z
c_6cefab94,,2023,Topps Chrome,,124,Jack Grealish,Manchester City,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0002_Layer%2053.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0002_Layer%2059.jpg,,2026-02-04T01:59:04.877Z
c_14037a03,,2023,Topps Chrome,,100,Thibaut Courtois,Real Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0003_Layer%2045.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0003_Layer%2046.jpg,,2026-02-04T01:59:04.877Z
c_7c83b6a1,,2023,Topps Chrome,,99,Federico Valverde,Real Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0004_Layer%2044.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0004_Layer%2045.jpg,,2026-02-04T01:59:04.877Z
c_284a1b5e,,2022,Topps Merlin,,120,Karim Benzema,Real Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0005_Layer%2043.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0005_Layer%2044.jpg,,2026-02-04T01:59:04.877Z
c_af820d6e,,2023,Topps Chrome,,190,Antoine Griezmann,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0000_Layer%2048.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-3-back_0005_Layer%2020.jpg,,2026-02-04T01:59:04.877Z
c_db28af43,,2022,Topps Merlin,,28,Jan Oblak,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0001_Layer%2047.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0001_Layer%2048.jpg,,2026-02-04T01:59:04.877Z
c_1aa132ad,,2023,Topps Chrome,,88,Teun Koopmeiners,Atalanta,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9_0002_Layer%2046.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-9-back_0002_Layer%2047.jpg,,2026-02-04T01:59:04.877Z
c_5d78153e,,2022,Topps Merlin,,107,Xavi Simons,Paris Saint-Germain,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0003_Layer%2033.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0003_Layer%2039.jpg,,2026-02-04T01:59:04.877Z
c_855b5e9,,2023,Topps Chrome,,102,Guus Til,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0004_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0004_Layer%2038.jpg,,2026-02-04T01:59:04.877Z
c_9e694e0a,,2023,Topps Merlin,,99,Noa Lang,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0005_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0005_Layer%2037.jpg,,2026-02-04T01:59:04.877Z
c_91b135c1,,2023,Topps Chrome,,145,Felix Nmecha,Borussia Dortmund,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0000_Layer%2036.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0000_Layer%2042.jpg,,2026-02-04T01:59:04.877Z
c_2a60a6f6,,2023,Topps Merlin,,79,Bruno Fernandes,Manchester United,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0005_Layer%2050.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0005_Layer%2056.jpg,,2026-02-04T01:59:04.877Z
c_36fa69dc,,2023,Topps Chrome,,57,Kobbie Mainoo,Manchester United,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%2055.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,2026-02-04T01:59:04.877Z
c_cae70c4e,,2023,Topps Chrome,,105,Rico Lewis,Manchester City,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0001_Layer%2054.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0001_Layer%2060.jpg,,2026-02-04T01:59:04.877Z
c_123582f6,,2022,Topps Merlin,,114,Dominik Szoboszlai,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0002_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0002_Layer%2040.jpg,,2026-02-04T01:59:04.877Z
c_f084fb7a,,2022,Topps Merlin,,115,Timo Werner,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0003_Layer%2032.jpg,,2026-02-04T01:59:04.877Z
c_60762c8d,,2023,Topps Chrome,,162,Dijon Kameri,RB Salzburg,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0004_Layer%2030.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0004_Layer%2031.jpg,,2026-02-04T01:59:04.877Z
c_2dd26104,,2023,Topps Chrome,,24,Xavi Simons,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0005_Layer%2029.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0005_Layer%2030.jpg,,2026-02-04T01:59:04.877Z
c_6a92d4f,,2023,Topps Chrome,,63,Gavi,Barcelona,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0001_Layer%2033.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0001_Layer%2034.jpg,,2026-02-04T01:59:04.877Z
c_e6f81b25,,2023,Topps Chrome,,76,Raphinha,Barcelona,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0002_Layer%2033.jpg,,2026-02-04T01:59:04.877Z
c_af80b264,,2023,Topps Chrome,,116,Moussa Diaby,Aston Villa,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0000_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0000_Layer%2035.jpg,,2026-02-04T01:59:04.877Z
c_f896cc9f,,2023,Topps Chrome,,176,Evan Ndicka,AS Roma,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0000_Layer%2033.jpg,,2026-02-04T01:59:04.877Z
c_5a7f2208,,2022,Topps Merlin,,62,Mohamed Daramy,Ajax,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0001_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0001_Layer%2032.jpg,,2026-02-04T01:59:04.877Z
c_8c8de4b,,2023,Topps Merlin,,131,Thijs Dallinga,Toulouse,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0002_Layer%2030.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0002_Layer%2031.jpg,,2026-02-04T01:59:04.877Z
c_ca334bec,,2022,Topps Merlin,,112,Moses Simon,Nantes,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0005_Layer%2028.jpg,,2026-02-04T01:59:04.877Z
c_73aa065,,2023,Topps Chrome,,195,Santiago Giménez,Feyenoord,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0004_Layer%2028.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0004_Layer%2029.jpg,,2026-02-04T01:59:04.877Z
c_5bd3f5f0,,2022,Topps Merlin,,43,Arda Güler,Fenerbahçe,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0009_Layer%2018.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0003_Layer%2024.jpg,,2026-02-04T01:59:04.877Z
c_e87e9f50,,2022,Topps Merlin,,123,Mohamed Ali Cho,Nice,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0007_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0001_Layer%2026.jpg,,2026-02-04T01:59:04.877Z
c_f649ceba,,2022,Topps Merlin,,97,Kobbie Mainoo,Manchester United,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,2026-02-04T01:59:04.877Z
c_9cc1738a,,2022,Topps Merlin,,27,Pablo Barrios,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0011_Layer%2016.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0005_Layer%2022.jpg,,2026-02-04T01:59:04.877Z
c_9ba5d841,,2022,Topps Merlin,,108,Johan Bakayoko,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0010_Layer%2017.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0004_Layer%2023.jpg,,2026-02-04T01:59:04.877Z
c_eb027bbf,,2022,Topps Merlin,,75,Issa Kabore,Luton Town,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0007_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0001_Layer%2027.jpg,,2026-02-04T01:59:04.877Z
c_258d4297,,2022,Topps Merlin,,141,Simon Adingra,Brighton & Hove Albion,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0006_Layer%2022.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0000_Layer%2028.jpg,,2026-02-04T01:59:04.877Z
c_3da0ee3d,,2022,Topps Merlin,,77,Matteo Guendouzi,Marseille,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%2023.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/matteo_back.png,,2026-02-04T01:59:04.877Z
c_6b140331,,2023,Topps Chrome,,50,Harry Kane,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0005_Layer%2026.jpg,,2026-02-04T01:59:04.877Z
c_f450984c,,2022,Topps Merlin,,3,Rafael Leão,AC Milan,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0004_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0004_Layer%2027.jpg,,2026-02-04T01:59:04.877Z
c_81b92a9,,2023,Topps Merlin,,1,Rafael Leão,AC Milan,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0003_Layer%2022.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0003_Layer%2028.jpg,,2026-02-04T01:59:04.877Z
c_6fe6b31c,,2023,Topps Merlin,,125,Giacomo Raspadori,Napoli,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0010_Layer%2038.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4-back_0003_Layer%2020.jpg,,2026-02-04T01:59:04.877Z
